"","estrangement...alienation_q3","career.disruptions_q3","decline.in.quality.of.education_q3","decreased.trust.in.science_q3","decreased.well.being_q3","economic.hardship_q3","educational.inequality_q3","erosion.of.democratic.institutions_q3","exacerbated.social.inequality_q3","mistrust_q3","prejudice...racism_q3","despair_q3","prioritize.self.over.others_q3","irrationality_q3","loneliness_q3","misperception.about.the.world_q3","political.conflict_q3","authoritarianism_q3","stunted.child.development_q3","pessimism_q3","intimate.relations_q3","autobiographical.memory_q3","social.awareness_q4","balance.of.personal...others.interest_q4","solidarity_q4","context.sensitivity_q4","bipartisanship.and.international.cooperation_q4","critical.thinking_q4","evidence.based.decision.making_q4","gratitude_q4","optimism...positivity_q4","improve.communication_q4","long.term.orientation_q4","social.support_q4","social.connectedness_q4","acknowledge.uncertainty.flexibility_q4","living.in.the.moment_q4","patience_q4","perspective.taking_q4","self.reflection.on.what.s.important_q4","shared.humanity_q4","strive.for.socio.economic.equality_q4","sympathy...compassion_q4","political.engagement...structural.change_q4","self.distancing_q4"
"autobiographical.memory_q3",-0.0524857123330658,-0.0415064959007425,-0.0515358519201084,-0.0628723044081313,0.321745948174514,-0.0615397897670516,-0.0590457387088447,-0.0778745900850064,-0.0744812844901484,-0.0481944555750964,-0.0333372845850911,-0.0330044968573279,-0.0360244122918272,-0.0332149547022116,-0.0496966526481861,-0.0244840915054846,-0.0784698516671873,-0.0662841691615531,-0.032624234471596,-0.0567672472174659,-0.0316690121881294,1,-0.0522199557991799,-0.0450086729309947,-0.0540083604683344,0.479964857294712,-0.0290834003778071,-0.0502870021318319,-0.0454815033824395,-0.00250351411066752,-0.03237169277367,-0.0209661264051289,-0.0594006404677885,-0.0497807178126486,-0.0344315951010694,-0.0306556277404411,-0.00462226379799221,-0.0268519757682811,-0.0518865076590175,-0.0308090814699357,-0.0483143974024537,-0.0330815299047498,-0.0694137702801778,-0.0896669748985361,-0.0437447186410413
"social.awareness_q4",-0.10959262348116,-0.089846500822087,-0.0920844982689829,-0.128091147180638,0.0387154257045532,-0.143553108171625,0.262673312154671,-0.169734152089208,0.270177275677944,0.0740014812883164,0.107138195475608,-0.0775890285127255,-0.0856939041563079,-0.0818438071045534,-0.108674397415374,0.186557335030107,-0.165967639543772,-0.12958077210171,-0.0514238583315811,0.21038403483221,-0.0771115490651202,-0.0522199557991798,1,-0.0835337733179148,0.11717501620696,0.166423817759827,-0.0752485227668974,-0.0927421612882543,-0.0769875957498184,-0.0161715556024014,-0.0552668875446572,-0.07501304707125,-0.135268335370065,-0.109531829769752,-0.090177249486669,-0.0650125945767995,-0.029812332881847,-0.0588404495314418,0.164025643669821,-0.0730930180220559,-0.0950223014122313,-0.0580773281302211,0.251482566120437,-0.00619512951511359,-0.0840432038679208
"balance.of.personal...others.interest_q4",-0.0958807769034189,-0.0757703005206161,0.646248395639911,-0.108774941831328,-0.144232683438799,-0.115022475312826,0.308380855642586,-0.138303902712846,-0.121045626922998,0.123678687553052,-0.0826812084419124,-0.0631994836589744,-0.0683786444092201,0.295999617839633,0.193023896610235,-0.0570784157156193,-0.140930941592268,0.132672268305241,0.820662379920891,-0.0982743515394267,0.380966677110144,-0.0450086729309947,-0.0835337733179148,1,0.169454224140467,-0.0956103441869544,-0.0629079562214562,-0.0810144151683178,-0.0694810618847182,-0.01217140891802,-0.0503876892068343,-0.0562333959608079,0.100383790044233,-0.0876588591607368,-0.0730620508371864,-0.0566316660408754,-0.0206266209683321,-0.0473491220497158,0.205617076385656,-0.0634776824504788,0.200320890874105,0.2621906678999,-0.112990744927735,-0.150148367547014,0.238691157157763
"solidarity_q4",-0.133514029524266,-0.111380183915717,-0.0841341805822587,-0.144049578942029,-0.0148209046057068,-0.187778781289834,0.229209754201848,0.149740163803167,0.359950881964375,-0.0183489339334476,0.00202296199478742,-0.104587454837866,0.14939781718294,0.150141846844084,-0.134496606821298,-0.112012581739752,-0.0490406971990814,-0.139984909551557,-0.0593783266402572,-0.146428550854351,-0.10396530437679,-0.0540083604683344,0.11717501620696,0.169454224140467,1,-0.117165182164251,0.0940687894447003,-0.106554371347557,-0.0748888148405703,-0.046792325618805,-0.0569675896545227,-0.130810617259381,0.122740879591051,0.0401767318016111,-0.137324510350987,-0.0999808915577227,-0.0801682483286569,-0.0817530849402679,0.120358724909409,-0.102448417232567,0.0873581468696644,-0.0721894001156813,0.162986367256169,-0.199135351007098,0.125871681691359
"context.sensitivity_q4",0.325195502461431,-0.0941170839202245,-0.111498617437416,-0.144743695659215,0.442664055634999,-0.153846289004086,-0.0846438487248618,-0.192220137282092,-0.15321256126786,0.0903543687653338,-0.055388150608586,-0.0786796011508059,-0.0900906291154082,-0.0832067806852892,-0.116592690673245,0.211753704338187,-0.17777923896924,-0.144591225809831,-0.0508066883618803,0.190416526935446,-0.0835728464899999,0.479964857294711,0.166423817759827,-0.0956103441869544,-0.117165182164251,1,-0.0640580310334733,-0.0986510139110242,-0.0886995892751966,0.00204398231167862,-0.0600974990410795,-0.0611207055952105,-0.132118996910906,-0.110133573497081,0.154810793157852,-0.0488820689026047,-0.00462891947164442,-0.0587644692177851,-0.0929042640587541,-0.0634275091047946,-0.0993282157112033,-0.0493237963026256,-0.138694598487224,-0.189566091315334,-0.0888013483223726
"bipartisanship.and.international.cooperation_q4",-0.114377639515167,-0.0816179887804069,-0.0452306678642194,-0.0877655695008298,-0.0982556388901625,-0.117312465536296,-0.0493889621798931,0.100174032625864,0.0985304301062464,0.0350415967130681,0.194810925380861,-0.0763073300415879,-0.074666452002179,-0.0788719037962556,-0.0903572257148455,-0.127639710759172,0.217980758770253,-0.0958509616810233,-0.0571826860592142,-0.05520313752947,-0.0593825246974056,-0.0290834003778071,-0.0752485227668974,-0.0629079562214562,0.0940687894447003,-0.0640580310334733,1,-0.0933177141515515,0.225106357844983,-0.0710600370835028,-0.0534887899372177,-0.122619982709661,0.337672631082179,-0.122371294637579,-0.134704635418738,-0.124671195860183,-0.104929762104923,0.275454312904194,-0.0898391598259868,-0.115199001264925,0.123745348881626,-0.0983479406030976,0.0392849393978801,0.29405306137255,-0.0849924253893116
"critical.thinking_q4",-0.132672011983332,0.151731033156509,-0.0973021811994428,0.0826062867824495,-0.151570823759038,0.273490628180143,-0.111543338355741,-0.143068044648396,0.0321300736603427,0.0379636773828851,0.20392995269037,-0.0758446023884731,-0.0748573378063099,-0.0732656597165426,-0.105457038694091,0.128310580570952,0.149332533548044,0.0531042528861676,-0.0701480622487253,0.218264535931732,-0.0587152577373804,-0.0502870021318319,-0.0927421612882543,-0.0810144151683178,-0.106554371347557,-0.0986510139110242,-0.0933177141515515,1,-0.0879017388605434,-0.0331399783599879,-0.0690658584869886,-0.0722631802635704,-0.14097413759044,-0.102124224304908,-0.100326628064194,0.128007697665997,-0.0448238191299521,-0.0562715077846422,-0.114936932234998,0.12417144876583,-0.0998023887971236,-0.0957560597962017,-0.143982203198913,-0.185645689661747,0.154127211622796
"evidence.based.decision.making_q4",-0.105905291131522,-0.0715881791140611,0.270069481025703,0.160277858835384,-0.127404446827739,-0.0826807005478795,-0.120063354300257,0.134902328301564,-0.131192307984385,0.140306260189095,0.136189727394825,-0.0507334090942897,-0.0481786035893971,-0.0444148050352304,-0.0791545726638053,0.231101574495321,-0.136574336378223,-0.123394542334049,-0.0594525947481912,-0.0607093204972022,-0.0348820229034988,-0.0454815033824395,-0.0769875957498184,-0.0694810618847182,-0.0748888148405703,-0.0886995892751966,0.225106357844983,-0.0879017388605434,1,-0.00834735621709609,-0.0630376046926335,-0.0262278426370938,0.119040046546486,-0.0635213218634311,-0.0587163601632012,-0.0640514519743405,-0.00471056033366312,0.399395496493708,-0.105644094945393,-0.0696598895873828,-0.0761860788885452,-0.0787760400305147,0.103542742033824,0.0381080964258341,0.240835271272842
"gratitude_q4",-0.0563559416157214,-0.0368823377483882,0.00452644116288701,-0.0237876957459897,-0.0145437783203744,-0.0516476505270336,-0.00213131043391377,-0.0324071051677135,-0.0331236991237606,-0.102431458483025,0.238486492158564,-0.0396393482050553,-0.0356501002525784,0.578800206413337,-0.0376449810779425,0.404510628001849,-0.0572005574102019,-0.0278358814231257,-0.0281714791759841,-0.000483615356838626,-0.0258552237434817,-0.00250351411066752,-0.0161715556024014,-0.01217140891802,-0.046792325618805,0.00204398231167862,-0.0710600370835029,-0.0331399783599879,-0.00834735621709609,1,-0.0154837310213743,-0.0804644370648742,-0.0825772028476958,-0.0591349281686876,-0.079035949304702,0.412994433354296,0.688504946964784,-0.0327570630145779,-0.0282979022702128,-0.0649529188400642,-0.0396257246702668,-0.0529563075652212,-0.0500867417913291,-0.0510317048785479,-0.0322025531116399
"optimism...positivity_q4",-0.086534671567002,0.32212131982061,-0.0698068163554937,-0.0761105625844113,-0.0878340847180136,0.245907185949926,-0.0951312841653643,-0.0743072628545713,-0.100069935581494,-0.0743170251596905,-0.0982463867641502,0.393902417958984,-0.0354369118725928,-0.0338519438863482,-0.0595591698071936,-0.0589561390176289,-0.104809313916774,0.204637738873961,-0.0495681278748979,-0.0338550970345691,-0.023243903657366,-0.03237169277367,-0.0552668875446572,-0.0503876892068343,-0.0569675896545227,-0.0600974990410795,-0.0534887899372177,-0.0690658584869886,-0.0630376046926335,-0.0154837310213743,1,-0.0259015490666423,-0.0763282146804063,0.269893594406697,-0.0519984671441928,-0.0605917101681831,-0.015048495908579,-0.0280171473989065,-0.0848400418030927,-0.0618673321640789,-0.0595017706302766,-0.0701657436786301,-0.0907494787697498,0.113878943227309,-0.055658025736623
"improve.communication_q4",0.16697139070301,-0.0787301481064473,-0.00786187933926414,-0.0790703647755686,-0.103653592965126,-0.156447279759506,0.0411835971588167,-0.14221403605892,0.17020434168088,0.0538031560814649,0.0530614504070983,-0.0896861293013204,-0.0999337334851788,-0.105661314879257,-0.0968357477631267,-0.120598760709629,-0.128579963917964,-0.0622282494621095,-0.0301825527010878,-0.102207430433207,-0.0935746846911134,-0.0209661264051289,-0.07501304707125,-0.0562333959608079,-0.130810617259381,-0.0611207055952105,-0.122619982709661,-0.0722631802635704,-0.0262278426370938,-0.0804644370648742,-0.0259015490666423,1,0.00721430869608325,-0.154631814818568,0.0833875992806702,-0.110084467033612,-0.135637457599376,-0.0825758923306461,-0.0376972112904062,-0.100584850520168,-0.0965221881743036,0.232817639103871,0.0817463455239109,0.0380498176175048,-0.0775080669160414
"long.term.orientation_q4",-0.172948957911958,0.0558866450312134,-0.0903076202052873,-0.00299464441657507,-0.210242662899369,-0.0664042028188999,-0.0622529848855492,0.218164303755499,0.107807699939015,0.0331854616943481,0.0264200862257048,-0.130237600282937,0.0854904038658468,0.0832708312164673,-0.161620302358747,0.0125529000345315,0.0119776558508946,0.139343293656176,-0.0796595583287842,-0.152170810005752,-0.120885011263965,-0.0594006404677885,-0.135268335370065,0.100383790044233,0.122740879591051,-0.132118996910906,0.337672631082179,-0.14097413759044,0.119040046546486,-0.0825772028476958,-0.0763282146804063,0.00721430869608325,1,-0.199647155274202,-0.194688861394991,-0.156322774133646,-0.131963195516818,0.404322834836418,0.216498963469558,-0.152219355410803,-0.154567091575276,0.260156859422535,0.0529206471121619,0.310790659615574,0.0513550475571827
"social.support_q4",0.0493278861554939,0.117403060666577,-0.0688680348938063,-0.139938408625811,-0.00898158883548573,0.358290820944474,-0.0231784216621713,-0.0314157166066834,0.0304968643241393,-0.199887940195441,-0.184944997668609,0.417283321500257,-0.124106898971967,-0.125103421887839,0.0714696451123443,-0.12401867936098,-0.198033422049513,-0.129892449130521,-0.0548922081402631,-0.153049627728939,0.211753062628676,-0.0497807178126486,-0.109531829769752,-0.0876588591607369,0.0401767318016111,-0.110133573497081,-0.122371294637579,-0.102124224304908,-0.0635213218634311,-0.0591349281686876,0.269893594406697,-0.154631814818568,-0.199647155274202,1,-0.152315398965879,-0.106919766339609,-0.102487852673688,-0.0888168461194261,-0.075397248715021,-0.106568160373067,-0.119489801878538,-0.0670172524931152,0.329350614687411,-0.0513405199471516,-0.100574286928852
"social.connectedness_q4",0.46040833887576,-0.0963048028750435,-0.045909479825122,-0.105743651035813,0.448510189338283,0.0449844482978713,-0.028046232936936,-0.150789819117705,-0.116223859036671,-0.0125647844796365,-0.22296932861293,-0.0950900079631331,0.189230335700063,-0.103276182832372,0.340869259053121,-0.139799675651813,-0.164785156669783,-0.105219674852434,-0.0567305415398816,-0.0917604388758152,-0.0850028612004662,-0.0344315951010694,-0.090177249486669,-0.0730620508371864,-0.137324510350987,0.154810793157852,-0.134704635418738,-0.100326628064194,-0.0587163601632012,-0.079035949304702,-0.0519984671441928,0.0833875992806702,-0.194688861394991,-0.152315398965879,1,0.0779938811096916,-0.123706635958987,-0.0825549521724305,-0.0844366434766858,0.0847010971610466,-0.113067814450499,-0.0926582407507679,0.0123926344948208,-0.0379357656699558,-0.0956712446020789
"acknowledge.uncertainty.flexibility_q4",0.0574228424100005,0.16062039509121,-0.0557107598943579,-0.0917038649951227,-0.0908852953434041,0.0945360529806596,-0.0865562207489277,-0.0984380338022628,-0.123443807889695,0.00206478221198549,-0.0764704150947421,-0.0776455070284384,-0.0691222459897815,0.213986628948648,0.134025857083879,0.0772863209099399,0.00982625764031778,-0.11199592450138,-0.0746160017602136,-0.0277620843716299,-0.0474902253749405,-0.0306556277404411,-0.0650125945767995,-0.0566316660408754,-0.0999808915577227,-0.0488820689026047,-0.124671195860183,0.128007697665997,-0.0640514519743405,0.412994433354296,-0.0605917101681831,-0.110084467033612,-0.156322774133646,-0.106919766339609,0.0779938811096916,1,0.611028553046446,-0.0598142672324017,0.122983016763591,0.325535758912194,-0.0948502002502986,-0.120283516914275,-0.133633979841702,-0.158267811532094,-0.0834953418795495
"living.in.the.moment_q4",-0.0761099419962378,-0.0573617722270552,0.013039990724283,-0.0400919631231365,-0.0362551645587615,-0.0982265352076186,0.0256735680352322,-0.0703747484596748,-0.0439024636230818,0.123562936442608,0.0725146991225069,-0.066390686610066,-0.0660474599833189,0.37931355911064,-0.0635201141845538,0.232556478793764,-0.088268779068829,-0.0363263172894985,-0.0329647247123168,-0.0287207614976186,-0.0551651868712239,-0.00462226379799222,-0.029812332881847,-0.0206266209683321,-0.0801682483286569,-0.00462891947164443,-0.104929762104923,-0.0448238191299521,-0.00471056033366312,0.688504946964784,-0.015048495908579,-0.135637457599376,-0.131963195516818,-0.102487852673688,-0.123706635958987,0.611028553046446,1,-0.0557083990897623,-0.0257719858876625,0.265803784239799,-0.0612789231104544,-0.0608168737879407,-0.0724755607796834,-0.0740511346854368,-0.0480655585430028
"patience_q4",-0.0723437608676242,-0.0612291836258077,-0.0380113079561548,-0.0753659080615718,-0.0994627810231254,-0.106512822569562,-0.0161416399515604,0.181161893907024,-0.07756772482494,0.162815976982613,0.175302393871596,-0.0599145531265193,-0.0658756769578487,-0.0665156523276703,-0.0740611102539627,-0.0687732315365642,-0.107300724486526,0.226753292601394,-0.0310735449379899,-0.0793585743105393,-0.0599422315659054,-0.0268519757682811,-0.0588404495314418,-0.0473491220497158,-0.0817530849402679,-0.0587644692177851,0.275454312904194,-0.0562715077846422,0.399395496493708,-0.0327570630145779,-0.0280171473989065,-0.0825758923306461,0.404322834836418,-0.0888168461194261,-0.0825549521724305,-0.0598142672324017,-0.0557083990897623,1,-0.0432356779893645,-0.0592581914873738,-0.0648840455568757,-0.0391120578946285,0.18023879230101,0.126650968342577,-0.0548320802920565
"perspective.taking_q4",0.0496367268899614,-0.0904431260459647,-0.115418059396535,0.0893675197483719,-0.135235536080723,-0.0882527501924604,-0.167527093449151,-0.110612380727173,0.0211182188855325,-0.121829194866924,-0.174405916482757,-0.0623662347392433,0.236946005073771,0.239034147313391,0.133049263342895,0.129191852982233,0.157549399003954,-0.154766209057682,-0.0856309229904979,-0.0410120003151089,-0.0306075217566437,-0.0518865076590175,0.164025643669821,0.205617076385656,0.120358724909409,-0.0929042640587541,-0.0898391598259868,-0.114936932234998,-0.105644094945393,-0.0282979022702128,-0.0848400418030927,-0.0376972112904062,0.216498963469558,-0.075397248715021,-0.0844366434766858,0.122983016763591,-0.0257719858876625,-0.0432356779893646,1,0.120233774687575,-0.0965177286146983,-0.124233874609562,0.200118329841777,-0.040232194012234,0.157690238233168
"self.reflection.on.what.s.important_q4",-0.11986008690502,-0.0791421304552734,-0.0569174651593733,-0.0871862039606917,-0.0921620090875237,-0.0980616777459082,-0.0801730787255667,-0.0958900986106686,-0.113821805237738,0.0478348084346617,-0.00718775041139285,-0.0681436693294875,0.253855465701238,-0.0657306656439905,-0.0841187660140561,-0.124560225671866,0.219091129151986,0.111644098648594,-0.0644973883262052,-0.0358609134458193,-0.0444233522985484,-0.0308090814699357,-0.0730930180220559,-0.0634776824504788,-0.102448417232567,-0.0634275091047946,-0.115199001264925,0.12417144876583,-0.0696598895873828,-0.0649529188400642,-0.0618673321640789,-0.100584850520168,-0.152219355410803,-0.106568160373067,0.0847010971610466,0.325535758912194,0.265803784239799,-0.0592581914873738,0.120233774687575,1,-0.0960387240298981,-0.110980234380394,-0.135707930677399,-0.165029116229759,0.160529531774013
"shared.humanity_q4",-0.126104120985731,-0.0964582792424117,0.202539841532105,0.0818503414985962,0.0310585186919984,-0.145114448132194,-0.0768381737461266,0.02934255650601,-0.141816123140326,0.0236373767298833,0.203845389172754,0.196765639062895,0.19535123961941,-0.0877756123679648,0.110666521633439,-0.102283493793576,0.468843852781758,0.0621806500570865,0.27951504270909,0.196092285345104,0.271494441297929,-0.0483143974024537,-0.0950223014122313,0.200320890874105,0.0873581468696644,-0.0993282157112033,0.123745348881626,-0.0998023887971236,-0.0761860788885452,-0.0396257246702668,-0.0595017706302766,-0.0965221881743037,-0.154567091575276,-0.119489801878538,-0.113067814450499,-0.0948502002502986,-0.0612789231104544,-0.0648840455568758,-0.0965177286146983,-0.0960387240298981,1,-0.0811505243699833,-0.141144432592579,-0.0300502895497239,-0.0899125363802103
"strive.for.socio.economic.equality_q4",-0.132022438234552,0.201490125037218,0.247793070863334,-0.0853275326402566,-0.0785663247029347,-0.0638758525116539,0.543576651078568,-0.0659408896245585,0.492074224834592,0.0692442838652478,-0.0135857308686252,-0.0546840496923381,-0.0405935018650998,-0.0432431066055108,-0.0733838164455904,-0.124758776929462,-0.136757445329841,0.100437488752819,0.30643571807432,0.0020929055082295,-0.0174582165605426,-0.0330815299047498,-0.0580773281302211,0.2621906678999,-0.0721894001156813,-0.0493237963026256,-0.0983479406030976,-0.0957560597962017,-0.0787760400305148,-0.0529563075652212,-0.0701657436786301,0.232817639103871,0.260156859422535,-0.0670172524931152,-0.092658240750768,-0.120283516914275,-0.0608168737879407,-0.0391120578946285,-0.124233874609562,-0.110980234380394,-0.0811505243699833,1,-0.124773166836591,0.187176595524757,-0.0755860411278106
"sympathy...compassion_q4",-0.0323649679915899,-0.133337060711993,-0.128545928982493,-0.0138692438802872,0.078228657601187,0.122433010252623,0.0991898898261846,0.0844950604868927,0.221905325759076,0.0720509087366497,-0.22249099694413,0.107634967498117,0.107874506434656,-0.111739493245505,-0.152163490229255,0.0364030689497702,-0.117758496723317,-0.191845794399469,-0.0931391407397597,-0.129422200638427,0.177746406681663,-0.0694137702801778,0.251482566120437,-0.112990744927735,0.162986367256169,-0.138694598487224,0.0392849393978801,-0.143982203198913,0.103542742033824,-0.0500867417913291,-0.0907494787697498,0.0817463455239109,0.0529206471121619,0.329350614687411,0.0123926344948208,-0.133633979841702,-0.0724755607796834,0.180238792301011,0.200118329841777,-0.135707930677399,-0.141144432592579,-0.124773166836591,1,0.0942136695384123,-0.125994849471563
"political.engagement...structural.change_q4",-0.219156892730545,-0.162493152890994,-0.1682911315743,0.0707370127149415,-0.0120562410513514,0.0507717847455873,-0.173180359617219,0.268662065178842,0.129235994014757,-0.108831568275315,-0.11229223305894,0.0645098981740417,-0.137801121733037,-0.1335743429325,-0.0299071085355181,-0.154705952459832,0.0409183803055646,0.168866908888091,-0.112016149020813,0.0415143502843258,0.130678437184674,-0.0896669748985361,-0.00619512951511359,-0.150148367547014,-0.199135351007098,-0.189566091315334,0.29405306137255,-0.185645689661747,0.0381080964258341,-0.0510317048785479,0.113878943227309,0.0380498176175048,0.310790659615574,-0.0513405199471516,-0.0379357656699558,-0.158267811532094,-0.0740511346854368,0.126650968342577,-0.040232194012234,-0.165029116229759,-0.0300502895497239,0.187176595524757,0.0942136695384123,1,-0.161839352088372
"self.distancing_q4",-0.113372633893252,-0.0847016748879589,-0.0791963709702341,0.346422923287424,-0.139381864343055,-0.122489685845934,-0.0786858204730678,0.0721705168372388,-0.128816561708195,-0.130039216043307,0.262644340396844,-0.0723318980335745,-0.0744542549609011,0.554594205569075,-0.09756769991576,0.163043078166218,0.201530532912296,0.0944858147405699,-0.0569684878093347,-0.0870041933458811,-0.0620427407323179,-0.0437447186410413,-0.0840432038679208,0.238691157157763,0.125871681691359,-0.0888013483223726,-0.0849924253893116,0.154127211622796,0.240835271272842,-0.0322025531116399,-0.055658025736623,-0.0775080669160414,0.0513550475571827,-0.100574286928852,-0.0956712446020789,-0.0834953418795495,-0.0480655585430028,-0.0548320802920565,0.157690238233168,0.160529531774013,-0.0899125363802103,-0.0755860411278106,-0.125994849471563,-0.161839352088372,1
